pitch_type,release_speed,release_pos_x,release_pos_z,events,description,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,launch_speed,effective_speed,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,if_fielding_alignment,of_fielding_alignment,spin_axis,bat_speed,swing_length,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,hard_hit,batter_get_out
CH,81.1,2.47,6.11,double,hit_into_play,9,R,L,X,0,1,1.29,0.28,0.5481902978790787,2.0244156823373,-6.728419748519047,-117.85508034929732,-2.769171063738217,13.33162471427934,23.01898042305181,-29.22633510084594,3.267396654,1.648966535,103.9,80.7,1485,6.2,54.34,22,2,Changeup,Standard,Standard,123,71.9,8.4,34,37,2,1,1,3.2,1.29,-1.29,46,19.33836230556633,-14.406658693076707,35.67544147764634,40.52018756469181,30.486982279184033,1,0
FF,93.8,1.9,6.09,single,hit_into_play,4,L,L,X,2,2,0.04,1.42,-0.33158084957849876,2.598442828304675,-5.789340535456613,-136.2818137474949,-6.206953298004968,1.9225729199029664,32.40966218333821,-13.29359430097427,3.211228675,1.620620079,102.9,93.4,2345,6.3,54.17,57,5,4-Seam Fastball,Standard,Standard,155,70.5,6.6,35,30,1,3,1,1.19,0.04,0.04,45.2,8.449284427941453,4.4731476656044595,26.455948210780644,37.52667078032471,30.371499378931695,1,0
CU,80.7,2.12,6.2,field_out,hit_into_play,2,L,L,X,0,0,-0.79,-0.52,0.2119357642452454,3.1454926978265556,-2.694419422387647,-117.42447076799168,1.185210724403308,-6.65131067701271,24.804616942959495,-37.4528198394184,3.28933727,1.66003937,95.6,81.1,2442,6.8,53.68,18,1,Curveball,Standard,Standard,331,69.7,6.3,31,33,2,1,1,4.06,-0.79,-0.79,47.7,7.379341294172989,5.578608936467196,25.16950875589163,39.2238968838191,24.667336576784283,1,1
FF,95.2,-1.84,6.04,home_run,hit_into_play,5,L,R,X,0,2,0.09,1.11,0.10892227114664547,2.4020421105852305,4.821452256574104,-138.45866065251786,-6.200999331741672,0.1126220607858492,30.611547881107292,-16.729959250551175,3.488558071,1.760580709,110,95.2,2570,6.3,54.22,25,3,4-Seam Fastball,Infield shade,Standard,183,73.9,7.2,25,24,2,1,1,1.41,-0.09,0.09,52.4,5.4038996870595515,18.158721365183297,39.64967765601913,38.27886258829029,24.773313895141406,1,0
FF,90.6,2.2,6.16,field_out,hit_into_play,8,R,L,X,1,0,0.36,0.58,0.12888421355098112,2.1304400118841205,-6.004262964168813,-131.56160012549532,-5.045129537463237,5.752389702580585,35.964707159653486,-24.43477510435854,3.342872375,1.687057087,103.6,91,2104,7.3,53.16,17,2,4-Seam Fastball,Standard,Standard,153,75.3,7.8,31,28,2,1,1,2.27,0.36,-0.36,42.8,0.7735675382712227,6.9954938268466575,40.689267335772435,37.26831347833278,26.27193075795905,1,1
FF,93.7,-2.12,5.4,field_out,hit_into_play,5,R,R,X,0,1,-0.92,1.4,0.22131266049458065,2.2729750058507685,8.08920770716729,-136.11551123341434,-5.255326406542704,-13.250307619613409,32.88996028288749,-13.76739284872662,3.064665354,1.546653543,104.3,94,2328,6.8,53.69,18,2,4-Seam Fastball,Standard,Standard,209,74.2,6.8,31,32,1,0,2,1.22,0.92,0.92,27.5,14.76172276407792,13.7197449505246,31.521217639890953,43.730643614446294,27.38291499177396,1,1
SL,84.6,-1.68,5.68,double,hit_into_play,14,L,R,X,2,2,0.1,0,0.4769004700123706,1.4359394241789456,4.716033099004214,-123.10570986368369,-3.273166381008046,0.05710137119937414,24.93388730749568,-31.717303904975168,3.369201116,1.700344488,111.7,83.7,2488,5.7,54.77,14,5,Slider,Strategic,Standard,55,77,7.6,34,24,1,0,1,3.19,-0.1,0.1,44.7,16.00204491360274,-1.731339510103809,40.809548346599065,30.33237495122345,37.88132702751001,1,0
CU,81.3,2.3,6.19,single,hit_into_play,14,R,L,X,0,2,-0.74,-0.62,0.057684860565056395,1.0651537674771705,-3.5510944421873103,-118.29751253982184,-3.4122166793781057,-6.247923953072944,23.501404018640645,-37.53107280193197,3.179634186,1.604675197,98.5,82.3,2495,7,53.46,16,3,Curveball,Standard,Standard,325,66.7,7,31,30,1,0,1,4.08,-0.74,0.74,43.1,-1.610674018247896,8.057844054750568,36.62697829930987,37.13069555084219,24.001259784838037,1,0
SI,96.9,-1.49,5.51,field_out,hit_into_play,8,R,R,X,0,1,-0.71,0.57,-0.21295828389129168,1.974744393109834,5.038144535687613,-140.87182912168672,-4.96447170284401,-10.63304794291869,35.00813599235373,-23.565006700318783,3.461351706,1.746850394,103.7,97.1,2436,6.7,53.84,14,2,Sinker,Standard,Standard,221,83.2,8.2,27,24,1,0,1,1.88,0.71,0.71,27.5,0.6324798521670382,-3.5921780336360687,40.69538959316727,36.24815780490355,29.145356653549747,1,1
FF,91.7,2.11,5.94,single,hit_into_play,3,R,L,X,3,2,1.12,1.23,0.4919342428787401,2.8602357029415684,-6.504780606123801,-133.26990921105627,-4.394418813870336,14.722917983800505,30.06937985607382,-16.816744760463596,3.073441601,1.551082677,107.2,91.8,2248,6.5,53.99,20,6,4-Seam Fastball,Standard,Standard,145,77,7.1,34,32,1,0,3,1.5,1.12,-1.12,46.3,16.002048350890814,-6.578123522204281,24.19643081521988,38.53999963587528,32.32718057994502,1,0
CH,83.2,-1.63,5.62,double,hit_into_play,8,R,R,X,0,2,-0.8,0.13,0.16625191480651824,1.848438311385991,5.694631606195575,-121.0414044687329,-2.222206499656677,-8.956318850217242,23.75922722346038,-30.677764105180103,3.173490814,1.601574803,106,83.7,1614,6.7,53.83,57,3,Changeup,Strategic,Standard,225,76.2,7.8,36,26,1,3,1,3.17,0.8,0.8,41,10.828730896982888,-8.233729905552876,35.415571904169546,36.67407539962163,41.259686687674325,1,0
SL,85,1.85,6,field_out,hit_into_play,5,L,L,X,1,1,-0.71,0.19,-0.23343323410623465,2.2011493082191143,-3.3823707925294393,-123.60320544010524,-2.647173717186908,-6.408683044538788,28.33525092197997,-29.885501652927775,3.225270669,1.627706693,98.8,84.7,2344,6.5,54.04,14,3,Slider,Infield shade,Standard,183,71.2,7.1,30,29,1,0,1,3.01,-0.71,-0.71,46.8,11.785209617077774,3.4035865238744516,33.73928678769,34.64739934857371,33.52599345370756,1,1
FF,93.8,1.96,6.05,single,hit_into_play,12,R,L,X,2,2,0.96,1.52,0.471465729698593,3.917080130112734,-5.975390672204899,-136.33657872787188,-2.949089747117722,13.39472191669002,33.3881040288014,-12.898679074497633,3.348138123,1.689714567,101.9,93.3,2173,6.3,54.21,12,5,4-Seam Fastball,Standard,Standard,143,73.4,6.9,27,23,1,0,1,1.1,0.96,-0.96,36.5,6.8480011009785615,5.167575659611394,20.47538716273914,46.083586648076704,24.18341702390826,1,0
FF,92.3,-2.23,5.87,home_run,hit_into_play,2,L,R,X,3,2,-0.64,1.39,0.2334471674053029,2.8449933679663912,7.607500391559537,-134.14063188231623,-4.71808721720775,-9.382278978037538,29.74813204625257,-14.614389116712571,3.176123688,1.602903543,102.4,92.2,2047,6.3,54.15,70,6,4-Seam Fastball,Strategic,Strategic,209,69.3,6.8,34,31,1,3,1,1.3,0.64,-0.64,37.7,11.631051905502703,-6.732261442299356,27.201335593910052,33.0122774960182,38.43003621201785,1,0
